hotel_name,location,wrote,rating,title,comment
Hyatt Centric Montevideo,"Barcelona, Spain",April 2021,4,Buenísimo,Muy bien ubicado. Nos quedamos en una river view y la verdad es que la vista es hermosa. La habitación super cómoda y elegante. Lo único que no vale la pena es el desayuno. Es bastante malo en todo sentido.
Hyatt Centric Montevideo,"Barcelona, Spain",February 2021,5,Excelente lugar en Montevideo,"Excelente lugar para pasar con tu familia, la atención es excelente, cuidando cada detalle y dentro de lo posible cada colaborador intenta que tu estadía sea inmejorable. La piscina muy disfrutable, la utilizamos dos veces con mi hijo y señora."
Hyatt Centric Montevideo,"Barcelona, Spain",March 2020,5,Excelente,Todo impecable muy buena la atención! Visite el hotel la noche de las fiesta de 15 de mi hija fue una experiencia muy linda con una vista espectacular y todo muy lindooo y limpio fuimos con amigas y familia
Hyatt Centric Montevideo,"Barcelona, Spain",March 2020,5,"High class, de lo mejor","No se podia esperar menos de este tipo de hoteles, de reconocida cadena a nivel Mundial, y q no desentona en nada aun estando en un país tan chico como Uruguay. Si pueden dense un lujo y experimenten sus desayunos como también su bar"
Hyatt Centric Montevideo,"Bogota, Colombia",February 2020,5,Un hotel de primera,El hotel te recibe super bien. La habitación es excelente y gigante (la nuestra) y la piscina tranquila y rica. El restaurante muy rico y el servicio muy bueno. Resolvieron todos nuestros problemas y el hotel tiene un diseño muy bueno.
Hyatt Centric Montevideo,"Bogota, Colombia",February 2020,5,Alto nivel,"El hotel es de primera, buena atención y preocupación constante por el huésped. Nos dieron late check out, sin costo, resolvieron nuestras inquietudes y tiene una atractiva piscina temperada. En el restaurante fueron muy considerados con nuestras peticiones. Su ubicación frente a la playa, lo hace una excelente alternativa."
Hyatt Centric Montevideo,"Bogota, Colombia",February 2020,5,"Acogedor, oportuno, bien ubicado","Hotel bien ubicado, con personal amable y dispuesto al servicio. lñas instalaciones son modernas, espacios amplios y servicios completos. La ubicacion permmite una vista agradable al rio y a la ciudad"
Hyatt Centric Montevideo,"Bogota, Colombia",February 2020,5,excelente,Quede muy satisfecha con el lugar y la atencion del personal a cargo. llevamos adelante un evento y todo funciono correctamente. un lugar super recomendable con comodas y amplias habitaciones para alojarse
Hyatt Centric Montevideo,"Bogota, Colombia",February 2020,5,Muy buen hotel,"Un hotel cómodo, ubicado frente a La Rampla (Pocitos). El personal atiende de manera muy amable. El desayuno era variado y de buena calidad. El gimnasio y la piscina son más bien pequeños, pero permiten realizar actividad física dentro del hotel."
Hyatt Centric Montevideo,"Santa Cruz, Bolivia",February 2020,5,Un lugar ideal para descansar,La comodidad de la cama y sus almohadas es insuperable. Un baño como pocos y una ducha placentera. Muy buen mobiliario en las habitaciones. Excelente variedad para el desayuno aunque el precio es caro.
Hyatt Centric Montevideo,"Santa Cruz, Bolivia",February 2020,5,Excelente servicio y ubicación.,"Muy bien ubicado, el tamaño de las habitaciones, baño muy amplias, buenas vistas. El personal del hotel muy dispuesto a ayudar y solucionar los problemas, siempre con una sonrisa y con mucho respeto, excelente experiencia."
Hyatt Centric Montevideo,"Santa Cruz, Bolivia",January 2020,5,Bien ubicado y moderno!,Estuvimos solo una noche pero esta bien ubicado. Es lindo y moderno. El desayuno es bastante completo y la habitación muy buena. Se duerme excelente. Nos encanto . Lo volveríamos a elegir como opción en Montevideo
Hyatt Centric Montevideo,"Santa Cruz, Bolivia",January 2020,5,Inolvidable,"Desde que llegamos fuimos bien recibidos, la atención del personal fue correcta y profesional. La habitación que elegimos resultó estupenda, con muy buena vista al mar, la piscina nos encantó; el desayuno es completo y con un inolvidable toque local con la disponibilidad del mate. Una experiencia encantadora!"
Hyatt Centric Montevideo,"Santa Cruz, Bolivia",January 2020,5,buena ubicación y excelente vista,Una muy agradable estadía en un hotel moderno y muy bien atendido. La vista es muy atractiva. Valentina de Recepción ha sido muy atenta y servicial. La habitación cómoda y espaciosa. Al llegar al hotel había demasiados coches en la entrada lo que dificultaba el proceso de retiro de maletas y check in . Claramente volveré !
Hyatt Centric Montevideo,"Concepcion, Chile",January 2020,5,Una hermosa sorpresa frente al mar.,En un edificio de aspecto exterior muy discreto encontramos un hotel muy moderno y lleno de detalles en su decoracion. Muy bien ubicado frente a la playa de Pocitos. Su restorant es muy variado y original en su carta a precios accequibles.
Hyatt Centric Montevideo,"Concepcion, Chile",January 2020,5,Espectacular,"Está en una zona muy linda, el edificio está en perfectas condiciones, el personal es super amable y las comidas en el restaurante y los tragos en el bar son muy buenos. Cuenta con gimnasio y una hermosa vista!"
Hyatt Centric Montevideo,"Concepcion, Chile",January 2020,5,Gran estadía!,"Si bien estuvimos tan solo 2 días en el hotel, fue todo increíble de principio a fin. Desde el check-in hasta el check-out los empleados fueron súper cordiales, eso ya te hace sentir de buena manera. Por otro lado, las instalaciones estaban en muy buen estado. Ni hablar de las habitaciones.. la cama un paraíso. Volveríamos sin dudas!"
Hyatt Centric Montevideo,"Concepcion, Chile",January 2020,5,Excelente !!!,"Excelente estadia, tanto los servicios que ofrece el hotel ( pileta, gimnasio, desayuno, etc) como la atencion del personal, super cordial y atentos a despejar las dudas. Altamente recomendable !! Fuimos por tramites y nos quedamos unos dias, la verdad lo pasamos genial!"
Hyatt Centric Montevideo,"Concepcion, Chile",January 2020,5,Un magnífico hotel,"Es un hotel de muy alto standing, pero lo más destacable su personal, eficiente y cordial, con deseos de ayudar y de hacer la estadía lo más confortable posible. Quizás como puntos a reforzar: el desayuno y que el agua de las pisicina esté más caliente... el resto, perfecto"
Hyatt Centric Montevideo,bs as,January 2020,3,Muy Bien,"La estadía en el hotel fue buena, la calidad del sueño buena, la atención es formidable y siempre están dispuestos a solucionar. Los cuartos son amplios, organizados, cómodos y muy bien distribuidos.."
Hyatt Centric Montevideo,bs as,December 2019,5,La mejor elección para una estadía en Montevideo,"Nos alojamos durante 4 días en diciembre en este hotel más que recomendable. La ubicación es inmejorable, justo enfrente a la playa de Pocitos. La habitación era amplia, cómoda y bien decorada; tanto el baño como las camas muy confortables y funcionales. El desayuno muy completo y rico, todo de muy buena calidad. Lo mismo el restaurant del hotel, donde cenamos en dos oportunidades. Mención aparte para el personal, siempre atento y dispuesto a resolver cualquier inquietud pero sin ser molesto ni invasivo. Más que recomendable y sin duda repetiremos."
Hyatt Centric Montevideo,bs as,January 2020,5,excelente,Excelente localización. Muy buena variedad en el desayuno. Puedes ir a la rambla caminando o al Montevideo Shopping. Personal muy amable. Altamente recomendable para ir en grupo. Las habitaciones muy cómodas
Hyatt Centric Montevideo,bs as,January 2020,5,The place to stay in Montevideo,"Excelente hotel para hospedarse en tan linda ciudad, el lobby gebial, el bar moderno y hipster a la vez, cerca a todo y frente a la Rambla. Su personal es extremadamente amable y siempre atento a suplir las necesidades, en el desayuno siempre están pendientes de llevarte platos adicionales o bebidas a pesar de que es Buffet. Los precios de los Tours con el hotel son más económicos que contratando directamente gracias a los convenios que tienen con las operadores turísticos. En conclusión, excelente hotel"
Hyatt Centric Montevideo,bs as,December 2019,5,Visita fin de año,"Es un hotel realmente espectacular, la atención es muy buena, la piscina deliciosa, y la fiesta de fin de año estuvo genial. El restaurante muy completo y realmente la comida deliciosa. Las habitaciones son cómodas"
Hyatt Centric Montevideo,"Madrid, Spain",December 2019,5,FELIZ EN HYATT,"Excelente en todos los aspectos. La ubicacion en Montevideo, en uno de los mejores barrios de Montwvideo, Pocitos frente al letrero de MONTEVIDEO FAMOSO. Tienes servicios.multiples de restaurantes, supermercados, shopping, la famosa playa de Pocitos, puedes caminar o correr por la Rambla de Montevideo. Excelente transporte"
Hyatt Centric Montevideo,"Madrid, Spain",July 2019,4,Un nexcelente hotel en Montevideo,"El nuevo y moderno hotel Hyatt Centric esta en una ubicacion unica, frente al Rio de la Plata con unas vistas maravillosas. Su decoracion moderna, eclectica, vistosa esta en linea con los Hyatt Centricas. Sus empleados son muy amables, profesionales y con orientacion de servicio. Su desayuno es magnifico. Las habitaciones superiores con vista al rio son muy agradables. Su lobby invita a la lectura."
Hyatt Centric Montevideo,"Madrid, Spain",December 2019,5,Excelente servicio y vista inmejorable,"El hotel es hermoso, está muy bien ubicado cerca de la rambla de Buceo, con varios locales cerca para salir a cenar o recorrer. La habitación tenía una vista inmejorable (piso 12 con vista a la rambla). Adicionalmente, la habitación contaba con todas las comodidades, y la piscina del hotel era increible. Lo único a mejorar sería el aire acondicionado de la piscina, si bien es climatizada, se hace un microclima con el ambiente exterior poco agradable. Del resto, la atención del personal está a la altura del lugar."
Hyatt Centric Montevideo,"Madrid, Spain",December 2019,5,Estadía Superlativa,"Si estás buscando un hotel en el cual alojarte, ciertamente Hyatt Centric es una excelente elección. Todo está pensado para el confort. La decoración de diseño, los espacios de circulación, las vistas desde el cuarto con vista al río, la atención del personal, la patisserie del el desayuno ..."
Hyatt Centric Montevideo,"Madrid, Spain",December 2019,5,Muy buen hotel con excelente ubicación,"Fui a Montevideo por trabajo acompañado de mi esposa, estuvimos alojados en una habitación con vista al río, muy amplia y agradable, el desayuno muy bueno, ubicación excelente, las instalaciones del hotel muy modernas y agradables. 100% recomendable!"
Hyatt Centric Montevideo,"Mexicali, Mexico",December 2019,5,Excelente hotel y servicio con precio poco elevado.,"Excelente hotel y servicio. El gym es bueno, las habitaciones son amplias y cómodas. La zona no es la mejor para el turismo pero esta en buena y Bonita zona. No todos los cuartos tienen vista. La comida es deliciosa pero un poco cara"
Hyatt Centric Montevideo,"Mexicali, Mexico",December 2019,5,Una experiencia inolvidable,"Fuimos a festejar mi cumpleaños con mi bebé y mi esposo. En primer lugar, llegue antes con mi hijo y la reserva estaba a nombre de mi marido, por lo que había que enviar un mail autorizándome (mi marido) a ingresar antes a la reserva. Al estar con mi bebé, me dejaron hacer el check in sin problema. Pudimos descansar y estar cómodos espéranos a mi marido. Cuando volvimos de la piscina (súper recomendable por el relax del área piscina) había una torta con una carta por deseo de mi cumpleaños. Más tarde vivimos una experiencia súper recomendable en el restaurante del hotel, Plantado. Un nivel espectacular en cuanto a diseño y un trato inigualable por parte del personal. La carta diferente y con una impronta súper Gourmet y de autor sin lugar a dudas. Nuevamente cuando pedimos el"
Hyatt Centric Montevideo,"Mexicali, Mexico",December 2019,3,Buena ubicación,Lindo hotel. Buena decoración. Moderno y agradable. El spa es lindo pero un poco chico. El agua está con una temperatura ideal aunque el ambiente es un poco caluroso. La habitación es espaciosa y con buen gusto
Hyatt Centric Montevideo,"Mexicali, Mexico",November 2019,5,Un placer de estadìa,"Inmejorable ubicación frente a la rambla. Excelente trato al cliente: personal con alta vocación de servicio, amables y bien dispuestos. Habitación amplia y limpia, muy buen desayuno, bar y restaurant. Mi estadía fue de 2 semanas y no encontré nada que objetar. Muy recomendable."
Hyatt Centric Montevideo,"Mexicali, Mexico",October 2019,5,El mejor de Montevideo,"Excelente Hotel ubicado en la Rambla de Montevideo, excelente vista al rio de la plata. Las habitaciones muy amplias, cómodas y cuenta con todo lo necesario para poder estar tranquilo. La atención un 10, todo el personal del Hotel muy amable. Quizás lo único criticable es el tamaño del área del Bar, ya que es un tanto pequeña y siempre en la noche estaba lleno y quedamos sin mesas. Sin embargo todo el resto de lujo. Ubicación incomparable. Cerca del Shopping, al frente del clásico letrero que dice Montevideo, varios restaurantes cercanos, en fin. Precio-calidad me parece justo. Totalmente recomendado"
Hyatt Centric Montevideo,"Santiago Metropolitan Region, Chile",November 2019,4,Buena propuesta frente al Rio,"Con ocasión de un congreso, nos alojamos en este hotel, ubicado en la Rambla frente al río de la plata. Excelentes habitaciones, buen desayuno ( Restaurant un poco pequeño ) y muy buen gimnasio con piscina climatizada . Linda vista desde el último piso donde se puede tomar o comer algo ? Confortables salas para reuniones o eventos !"
Hyatt Centric Montevideo,"Santiago Metropolitan Region, Chile",December 2019,5,"Excelente Hotel, muy bien ubicado","Es una muy buena alternativa en Montevideo, la ubicación es excelente, y la habitación es muy confortable y espaciosa, además al menos la que me toco tenía una vista privilegiada sobre la playa. La amabilidad del personal es notable y el desayuno estaba sobre la media , tanto en Calidad como en Variedad. En resumen completamente recomendable."
Hyatt Centric Montevideo,"Santiago Metropolitan Region, Chile",December 2019,5,Muy buen hotel!,"gente amable y todo muy limpio, totalmente recomendable! El buffet espectacular para el desayuno y almuerzo, y las cenas de igual manera muy sabrosas. Cuenta con una bien gimnasio y una rica piscina temperada"
Hyatt Centric Montevideo,"Santiago Metropolitan Region, Chile",November 2019,5,Hyatt Centric Montevideo,"Una experiencia muy agradable. La atención es excelente. La habitación super amplia y confortable. El restaurant brinda una atención de primera, con platos de excelente calidad. La zona alejada del centro permite disfrutar de la tranquilidad"
Hyatt Centric Montevideo,"Santiago Metropolitan Region, Chile",November 2019,3,Por debajo de mis espectativas,"El evento al que asistí lo realizo desde hace muchos años y siempre nos llevan a muy buenos hoteles: Pro: buena ubicación, excelente vista, gente muy amable. Habitaciones amplias y cómodas. Cons: El sanitario no olía bien aún cuando le hacían aseo. La comida dejaba mucho que desear. Café viejo en la greca el primer dia del desayuno. La cafetera automática de la cocina no tenía un buen mantenimiento. La habitación tenía solo café instantáneo no había café molido para preparar. El último día nos entregaron un desayuno para llevar bastante pobre, unos muffin pequeños jugo de naranja y una manzana bastante aporreada. Lo otro malo que no es problema del hotel es que hay muchisimo ruido afuera de las carreras que hacen al frente de la playa."
Hyatt Centric Montevideo,rosario,November 2019,4,Hotel recomendable,"Muy buen hotel.Buena insonorización, desde piso 10 donde me alojé los ruidos de la calle eran menores, Aire acondicionado silencioso. Baño amplio Ubicación excelente frente a la rambla y con vista a la playa. Buen acceso en automóvil con buen parking, Buen desayuno. Atención del personal excelente con total disposición de todos los sectores"
